Entity,Code,Day,total_vaccinations_per_hundred
Afghanistan,AFG,22-02-2021,0
Afghanistan,AFG,28-02-2021,0.02
Afghanistan,AFG,16-03-2021,0.14
Afghanistan,AFG,07-04-2021,0.3
Afghanistan,AFG,22-04-2021,0.6
Afghanistan,AFG,11-05-2021,1.27
Afghanistan,AFG,20-05-2021,1.38
Afghanistan,AFG,24-05-2021,1.44
Afghanistan,AFG,26-05-2021,1.48
Afghanistan,AFG,27-05-2021,1.49
Afghanistan,AFG,30-05-2021,1.51
Afghanistan,AFG,02-06-2021,1.57
Afghanistan,AFG,03-06-2021,1.58
Afghanistan,AFG,08-06-2021,1.61
Afghanistan,AFG,14-06-2021,1.66
Afghanistan,AFG,22-06-2021,1.92
Afghanistan,AFG,27-06-2021,2.1
Afghanistan,AFG,30-06-2021,2.23
Afghanistan,AFG,05-07-2021,2.3
Afghanistan,AFG,07-07-2021,2.35
Afghanistan,AFG,11-07-2021,2.42
Afghanistan,AFG,14-07-2021,2.57
Afghanistan,AFG,18-07-2021,2.75
Afghanistan,AFG,24-07-2021,2.94
Afghanistan,AFG,20-08-2021,3.02
Afghanistan,AFG,31-08-2021,4.97
Afghanistan,AFG,16-09-2021,7.87
Africa,,09-01-2021,0
Africa,,13-01-2021,0
Africa,,15-01-2021,0
Africa,,16-01-2021,0
Africa,,19-01-2021,0
Africa,,20-01-2021,0
Africa,,22-01-2021,0
Africa,,23-01-2021,0
Africa,,24-01-2021,0
Africa,,25-01-2021,0
Africa,,26-01-2021,0
Africa,,27-01-2021,0
Africa,,28-01-2021,0
Africa,,29-01-2021,0
Africa,,30-01-2021,0.01
Africa,,31-01-2021,0.01
Africa,,01-02-2021,0.02
Africa,,02-02-2021,0.02
Africa,,03-02-2021,0.03
Africa,,04-02-2021,0.03
Africa,,05-02-2021,0.03
Africa,,06-02-2021,0.04
Africa,,08-02-2021,0.04
Africa,,09-02-2021,0.05
Africa,,10-02-2021,0.06
Africa,,11-02-2021,0.07
Africa,,12-02-2021,0.08
Africa,,13-02-2021,0.11
Africa,,15-02-2021,0.13
Africa,,16-02-2021,0.14
Africa,,17-02-2021,0.16
Africa,,18-02-2021,0.17
Africa,,19-02-2021,0.18
Africa,,20-02-2021,0.19
Africa,,21-02-2021,0.19
Africa,,22-02-2021,0.2
Africa,,23-02-2021,0.21
Africa,,24-02-2021,0.23
Africa,,25-02-2021,0.25
Africa,,26-02-2021,0.27
Africa,,27-02-2021,0.28
Africa,,28-02-2021,0.28
Africa,,01-03-2021,0.3
Africa,,02-03-2021,0.31
Africa,,03-03-2021,0.32
Africa,,04-03-2021,0.33
Africa,,05-03-2021,0.35
Africa,,06-03-2021,0.37
Africa,,07-03-2021,0.37
Africa,,08-03-2021,0.39
Africa,,09-03-2021,0.4
Africa,,10-03-2021,0.43
Africa,,11-03-2021,0.44
Africa,,12-03-2021,0.46
Africa,,13-03-2021,0.49
Africa,,14-03-2021,0.5
Africa,,15-03-2021,0.52
Africa,,16-03-2021,0.54
Africa,,17-03-2021,0.56
Africa,,18-03-2021,0.57
Africa,,19-03-2021,0.59
Africa,,20-03-2021,0.6
Africa,,21-03-2021,0.6
Africa,,22-03-2021,0.61
Africa,,23-03-2021,0.62
Africa,,24-03-2021,0.69
Africa,,25-03-2021,0.71
Africa,,26-03-2021,0.73
Africa,,27-03-2021,0.75
Africa,,28-03-2021,0.77
Africa,,29-03-2021,0.78
Africa,,30-03-2021,0.8
Africa,,31-03-2021,0.84
Africa,,01-04-2021,0.85
Africa,,02-04-2021,0.87
Africa,,03-04-2021,0.88
Africa,,04-04-2021,0.88
Africa,,05-04-2021,0.89
Africa,,06-04-2021,0.92
Africa,,07-04-2021,0.94
Africa,,08-04-2021,1
Africa,,09-04-2021,1.01
Africa,,10-04-2021,1.02
Africa,,11-04-2021,1.03
Africa,,12-04-2021,1.04
Africa,,13-04-2021,1.05
Africa,,14-04-2021,1.07
Africa,,15-04-2021,1.08
Africa,,16-04-2021,1.1
Africa,,17-04-2021,1.12
Africa,,18-04-2021,1.16
Africa,,19-04-2021,1.18
Africa,,20-04-2021,1.19
Africa,,21-04-2021,1.2
Africa,,22-04-2021,1.21
Africa,,23-04-2021,1.22
Africa,,24-04-2021,1.23
Africa,,25-04-2021,1.24
Africa,,26-04-2021,1.24
Africa,,27-04-2021,1.25
Africa,,28-04-2021,1.33
Africa,,29-04-2021,1.34
Africa,,30-04-2021,1.35
Africa,,01-05-2021,1.36
Africa,,02-05-2021,1.36
Africa,,03-05-2021,1.38
Africa,,04-05-2021,1.4
Africa,,05-05-2021,1.42
Africa,,06-05-2021,1.43
Africa,,07-05-2021,1.47
Africa,,08-05-2021,1.49
Africa,,09-05-2021,1.54
Africa,,10-05-2021,1.58
Africa,,11-05-2021,1.61
Africa,,12-05-2021,1.69
Africa,,13-05-2021,1.7
Africa,,14-05-2021,1.71
Africa,,15-05-2021,1.74
Africa,,16-05-2021,1.74
Africa,,17-05-2021,1.78
Africa,,18-05-2021,1.83
Africa,,19-05-2021,1.88
Africa,,20-05-2021,1.91
Africa,,21-05-2021,1.97
Africa,,22-05-2021,2.03
Africa,,23-05-2021,2.04
Africa,,24-05-2021,2.08
Africa,,25-05-2021,2.13
Africa,,26-05-2021,2.16
Africa,,27-05-2021,2.18
Africa,,28-05-2021,2.19
Africa,,29-05-2021,2.23
Africa,,30-05-2021,2.26
Africa,,31-05-2021,2.4
Africa,,01-06-2021,2.46
Africa,,02-06-2021,2.5
Africa,,03-06-2021,2.53
Africa,,04-06-2021,2.55
Africa,,05-06-2021,2.57
Africa,,06-06-2021,2.58
Africa,,07-06-2021,2.63
Africa,,08-06-2021,2.71
Africa,,09-06-2021,2.78
Africa,,10-06-2021,2.83
Africa,,11-06-2021,2.85
Africa,,12-06-2021,2.88
Africa,,13-06-2021,2.88
Africa,,14-06-2021,2.95
Africa,,15-06-2021,3.02
Africa,,16-06-2021,3.04
Africa,,17-06-2021,3.07
Africa,,18-06-2021,3.1
Africa,,19-06-2021,3.11
Africa,,20-06-2021,3.15
Africa,,21-06-2021,3.21
Africa,,22-06-2021,3.22
Africa,,23-06-2021,3.26
Africa,,24-06-2021,3.36
Africa,,25-06-2021,3.39
Africa,,26-06-2021,3.4
Africa,,27-06-2021,3.42
Africa,,28-06-2021,3.49
Africa,,29-06-2021,3.51
Africa,,30-06-2021,3.54
Africa,,01-07-2021,3.57
Africa,,02-07-2021,3.59
Africa,,03-07-2021,3.61
Africa,,04-07-2021,3.63
Africa,,05-07-2021,3.71
Africa,,06-07-2021,3.74
Africa,,07-07-2021,3.76
Africa,,08-07-2021,3.81
Africa,,09-07-2021,3.83
Africa,,10-07-2021,3.84
Africa,,11-07-2021,3.84
Africa,,12-07-2021,3.96
Africa,,13-07-2021,4
Africa,,14-07-2021,4.02
Africa,,15-07-2021,4.11
Africa,,16-07-2021,4.12
Africa,,17-07-2021,4.14
Africa,,18-07-2021,4.16
Africa,,19-07-2021,4.25
Africa,,20-07-2021,4.28
Africa,,21-07-2021,4.28
Africa,,22-07-2021,4.36
Africa,,23-07-2021,4.39
Africa,,24-07-2021,4.41
Africa,,25-07-2021,4.46
Africa,,26-07-2021,4.52
Africa,,27-07-2021,4.59
Africa,,28-07-2021,4.64
Africa,,29-07-2021,4.72
Africa,,30-07-2021,4.75
Africa,,31-07-2021,4.76
Africa,,01-08-2021,4.81
Africa,,02-08-2021,4.87
Africa,,03-08-2021,5.03
Africa,,04-08-2021,5.06
Africa,,05-08-2021,5.13
Africa,,06-08-2021,5.16
Africa,,07-08-2021,5.19
Africa,,08-08-2021,5.24
Africa,,09-08-2021,5.37
Africa,,10-08-2021,5.42
Africa,,11-08-2021,5.46
Africa,,12-08-2021,5.57
Africa,,13-08-2021,5.64
Africa,,14-08-2021,5.66
Africa,,15-08-2021,5.69
Africa,,16-08-2021,5.88
Africa,,17-08-2021,5.93
Africa,,18-08-2021,6.03
Africa,,19-08-2021,6.16
Africa,,20-08-2021,6.55
Africa,,21-08-2021,6.58
Africa,,22-08-2021,6.63
Africa,,23-08-2021,6.71
Africa,,24-08-2021,6.79
Africa,,25-08-2021,7.01
Africa,,26-08-2021,7.02
Africa,,27-08-2021,7.25
Africa,,28-08-2021,7.3
Africa,,29-08-2021,7.4
Africa,,30-08-2021,7.44
Africa,,31-08-2021,7.55
Africa,,01-09-2021,7.71
Africa,,02-09-2021,7.74
Africa,,03-09-2021,7.78
Africa,,04-09-2021,8.11
Africa,,05-09-2021,8.27
Africa,,06-09-2021,8.39
Africa,,07-09-2021,8.43
Africa,,08-09-2021,8.49
Africa,,09-09-2021,8.59
Africa,,10-09-2021,8.67
Africa,,11-09-2021,8.8
Africa,,12-09-2021,9.01
Africa,,13-09-2021,9.05
Africa,,14-09-2021,9.26
Africa,,15-09-2021,9.37
Africa,,16-09-2021,9.48
Africa,,17-09-2021,9.51
Africa,,18-09-2021,9.55
Africa,,19-09-2021,9.75
Africa,,20-09-2021,9.82
Africa,,21-09-2021,9.87
Africa,,22-09-2021,10.06
Africa,,23-09-2021,10.27
Africa,,24-09-2021,10.3
Africa,,25-09-2021,10.69
Africa,,26-09-2021,10.76
Africa,,27-09-2021,10.96
Africa,,28-09-2021,11.04
Africa,,29-09-2021,11.06
Africa,,30-09-2021,11.15
Africa,,01-10-2021,11.16
Africa,,02-10-2021,11.17
Albania,ALB,10-01-2021,0
Albania,ALB,12-01-2021,0
Albania,ALB,13-01-2021,0.01
Albania,ALB,14-01-2021,0.01
Albania,ALB,15-01-2021,0.01
Albania,ALB,16-01-2021,0.01
Albania,ALB,17-01-2021,0.01
Albania,ALB,18-01-2021,0.02
Albania,ALB,19-01-2021,0.02
Albania,ALB,20-01-2021,0.02
Albania,ALB,21-01-2021,0.02
Albania,ALB,02-02-2021,0.02
Albania,ALB,09-02-2021,0.04
Albania,ALB,17-02-2021,0.06
Albania,ALB,18-02-2021,0.11
Albania,ALB,19-02-2021,0.15
Albania,ALB,22-02-2021,0.23
Albania,ALB,25-02-2021,0.35
Albania,ALB,01-03-2021,0.5
Albania,ALB,03-03-2021,0.55
Albania,ALB,10-03-2021,0.75
Albania,ALB,12-03-2021,0.82
Albania,ALB,17-03-2021,1.16
Albania,ALB,22-03-2021,1.68
Albania,ALB,23-03-2021,1.8
Albania,ALB,24-03-2021,1.88
Albania,ALB,25-03-2021,2.07
Albania,ALB,26-03-2021,2.17
Albania,ALB,27-03-2021,2.23
Albania,ALB,28-03-2021,2.71
Albania,ALB,30-03-2021,4.15
Albania,ALB,31-03-2021,4.83
Albania,ALB,01-04-2021,5.41
Albania,ALB,02-04-2021,6
Albania,ALB,03-04-2021,6.46
Albania,ALB,04-04-2021,6.71
Albania,ALB,05-04-2021,7.2
Albania,ALB,06-04-2021,7.71
Albania,ALB,07-04-2021,8.09
Albania,ALB,08-04-2021,8.44
Albania,ALB,09-04-2021,8.73
Albania,ALB,10-04-2021,8.94
Albania,ALB,12-04-2021,9.31
Albania,ALB,13-04-2021,9.79
Albania,ALB,15-04-2021,10.6
Albania,ALB,16-04-2021,10.95
Albania,ALB,17-04-2021,11.31
Albania,ALB,18-04-2021,11.59
Albania,ALB,19-04-2021,12.04
Albania,ALB,20-04-2021,12.18
Albania,ALB,21-04-2021,12.95
Albania,ALB,22-04-2021,13.33
Albania,ALB,23-04-2021,13.62
Albania,ALB,24-04-2021,13.93
Albania,ALB,26-04-2021,14.22
Albania,ALB,27-04-2021,14.51
Albania,ALB,28-04-2021,15.09
Albania,ALB,29-04-2021,15.78
Albania,ALB,30-04-2021,16.6
Albania,ALB,01-05-2021,17.2
Albania,ALB,03-05-2021,18.01
Albania,ALB,04-05-2021,18.71
Albania,ALB,05-05-2021,19.37
Albania,ALB,06-05-2021,19.92
Albania,ALB,07-05-2021,20.39
Albania,ALB,08-05-2021,20.77
Albania,ALB,09-05-2021,20.88
Albania,ALB,10-05-2021,21.34
Albania,ALB,11-05-2021,21.67
Albania,ALB,12-05-2021,22.02
Albania,ALB,13-05-2021,22.22
Albania,ALB,14-05-2021,22.74
Albania,ALB,17-05-2021,23.67
Albania,ALB,18-05-2021,23.98
Albania,ALB,19-05-2021,24.29
Albania,ALB,20-05-2021,24.5
Albania,ALB,21-05-2021,24.67
Albania,ALB,23-05-2021,24.94
Albania,ALB,24-05-2021,25.24
Albania,ALB,26-05-2021,26.07
Albania,ALB,27-05-2021,26.42
Albania,ALB,30-05-2021,26.88
Albania,ALB,31-05-2021,27.03
Albania,ALB,01-06-2021,27.16
Albania,ALB,03-06-2021,27.4
Albania,ALB,06-06-2021,27.8
Albania,ALB,07-06-2021,27.97
Albania,ALB,08-06-2021,28.19
Albania,ALB,09-06-2021,28.42
Albania,ALB,10-06-2021,28.65
Albania,ALB,11-06-2021,28.9
Albania,ALB,12-06-2021,29.06
Albania,ALB,13-06-2021,29.11
Albania,ALB,14-06-2021,29.33
Albania,ALB,15-06-2021,29.53
Albania,ALB,16-06-2021,29.73
Albania,ALB,17-06-2021,30.03
Albania,ALB,20-06-2021,30.66
Albania,ALB,21-06-2021,30.98
Albania,ALB,22-06-2021,31.38
Albania,ALB,23-06-2021,31.77
Albania,ALB,24-06-2021,32.12
Albania,ALB,28-06-2021,32.84
Albania,ALB,29-06-2021,33.26
Albania,ALB,30-06-2021,33.69
Albania,ALB,01-07-2021,33.92
Albania,ALB,02-07-2021,34.16
Albania,ALB,04-07-2021,34.41
Albania,ALB,05-07-2021,34.6
Albania,ALB,06-07-2021,34.81
Albania,ALB,07-07-2021,35
Albania,ALB,08-07-2021,35.2
Albania,ALB,09-07-2021,35.38
Albania,ALB,10-07-2021,35.55
Albania,ALB,11-07-2021,35.6
Albania,ALB,12-07-2021,35.83
Albania,ALB,13-07-2021,36.05
Albania,ALB,14-07-2021,36.32
Albania,ALB,15-07-2021,36.62
Albania,ALB,16-07-2021,36.9
Albania,ALB,17-07-2021,37.14
Albania,ALB,18-07-2021,37.22
Albania,ALB,20-07-2021,37.68
Albania,ALB,21-07-2021,38.13
Albania,ALB,22-07-2021,38.63
Albania,ALB,25-07-2021,39.64
Albania,ALB,29-07-2021,41.06
Albania,ALB,30-07-2021,41.45
Albania,ALB,31-07-2021,41.73
Albania,ALB,01-08-2021,41.88
Albania,ALB,02-08-2021,42.21
Albania,ALB,03-08-2021,42.52
Albania,ALB,04-08-2021,42.79
Albania,ALB,05-08-2021,43.09
Albania,ALB,08-08-2021,43.86
Albania,ALB,10-08-2021,44.56
Albania,ALB,13-08-2021,45.6
Albania,ALB,15-08-2021,45.99
Albania,ALB,16-08-2021,46.32
Albania,ALB,17-08-2021,46.65
Albania,ALB,19-08-2021,47.28
Albania,ALB,21-08-2021,47.8
Albania,ALB,22-08-2021,47.92
Albania,ALB,23-08-2021,48.27
Albania,ALB,24-08-2021,48.61
Albania,ALB,25-08-2021,48.93
Albania,ALB,26-08-2021,49.28
Albania,ALB,27-08-2021,49.7
Albania,ALB,29-08-2021,50.29
Albania,ALB,30-08-2021,50.75
Albania,ALB,31-08-2021,51.25
Albania,ALB,01-09-2021,51.7
Albania,ALB,02-09-2021,52.21
Albania,ALB,06-09-2021,53.58
Albania,ALB,07-09-2021,54.08
Albania,ALB,08-09-2021,54.55
Albania,ALB,09-09-2021,54.98
Albania,ALB,10-09-2021,55.33
Albania,ALB,11-09-2021,55.63
Albania,ALB,12-09-2021,55.75
Albania,ALB,13-09-2021,56.05
Albania,ALB,14-09-2021,56.32
Albania,ALB,15-09-2021,56.58
Albania,ALB,16-09-2021,56.84
Albania,ALB,17-09-2021,57.09
Albania,ALB,19-09-2021,57.43
Albania,ALB,20-09-2021,57.7
Albania,ALB,21-09-2021,57.98
Albania,ALB,22-09-2021,58.27
Albania,ALB,23-09-2021,58.6
Albania,ALB,24-09-2021,58.95
Albania,ALB,27-09-2021,59.7
Albania,ALB,28-09-2021,60.01
Albania,ALB,29-09-2021,60.31
Albania,ALB,30-09-2021,60.61
Algeria,DZA,29-01-2021,0
Algeria,DZA,30-01-2021,0
Algeria,DZA,19-02-2021,0.17
Algeria,DZA,20-08-2021,9.29
Algeria,DZA,04-09-2021,17.93
Algeria,DZA,12-09-2021,22.39
Algeria,DZA,25-09-2021,31.56
Andorra,AND,25-01-2021,0.74
Andorra,AND,01-02-2021,1.34
Andorra,AND,10-02-2021,1.67
Andorra,AND,12-02-2021,2.1
Andorra,AND,19-02-2021,2.77
Andorra,AND,24-02-2021,3.09
Andorra,AND,26-02-2021,3.27
Andorra,AND,08-03-2021,4.67
Andorra,AND,10-03-2021,6.35
Andorra,AND,15-03-2021,10.81
Andorra,AND,19-03-2021,12.01
Andorra,AND,04-04-2021,16.08
Andorra,AND,05-04-2021,19.74
Andorra,AND,11-04-2021,22.09
Andorra,AND,12-04-2021,24.65
Andorra,AND,19-04-2021,34.15
Andorra,AND,26-04-2021,36.85
Andorra,AND,03-05-2021,37.34
Andorra,AND,10-05-2021,40.89
Andorra,AND,17-05-2021,41.78
Andorra,AND,31-05-2021,46.43
Andorra,AND,07-06-2021,53.61
Andorra,AND,14-06-2021,66.07
Andorra,AND,21-06-2021,81.79
Andorra,AND,28-06-2021,88.33
Andorra,AND,12-07-2021,90.52
Andorra,AND,19-07-2021,106.46
Andorra,AND,01-08-2021,111.59
Andorra,AND,15-08-2021,118.49
Andorra,AND,29-08-2021,124
Angola,AGO,01-03-2021,0
Angola,AGO,08-03-2021,0.02
Angola,AGO,18-03-2021,0.14
Angola,AGO,24-03-2021,0.26
Angola,AGO,29-03-2021,0.39
Angola,AGO,06-04-2021,0.54
Angola,AGO,11-04-2021,0.72
Angola,AGO,19-04-2021,1.17
Angola,AGO,23-04-2021,1.34
Angola,AGO,12-05-2021,1.85
Angola,AGO,18-05-2021,2.01
Angola,AGO,21-05-2021,2.23
Angola,AGO,26-05-2021,2.53
Angola,AGO,31-05-2021,2.68
Angola,AGO,08-06-2021,3.29
Angola,AGO,10-06-2021,3.6
Angola,AGO,15-06-2021,3.87
Angola,AGO,20-06-2021,4.07
Angola,AGO,24-06-2021,4.22
Angola,AGO,28-06-2021,4.39
Angola,AGO,05-07-2021,4.46
Angola,AGO,12-07-2021,4.59
Angola,AGO,19-07-2021,4.69
Angola,AGO,03-08-2021,4.95
Angola,AGO,09-08-2021,5
Angola,AGO,16-08-2021,5.09
Angola,AGO,20-08-2021,5.17
Angola,AGO,25-08-2021,5.43
Angola,AGO,01-09-2021,6.15
Angola,AGO,11-09-2021,7.28
Angola,AGO,19-09-2021,8.31
Angola,AGO,26-09-2021,9.24
Anguilla,AIA,04-02-2021,0
Anguilla,AIA,13-02-2021,8.87
Anguilla,AIA,14-02-2021,18.26
Anguilla,AIA,26-02-2021,25.98
Anguilla,AIA,09-03-2021,31.07
Anguilla,AIA,13-03-2021,33.06
Anguilla,AIA,19-03-2021,35.36
Anguilla,AIA,12-04-2021,38.58
Anguilla,AIA,22-04-2021,45.61
Anguilla,AIA,17-05-2021,87.5
Anguilla,AIA,28-05-2021,95.49
Anguilla,AIA,04-06-2021,96.24
Anguilla,AIA,11-06-2021,98.76
Anguilla,AIA,18-06-2021,100.48
Anguilla,AIA,25-06-2021,104.39
Anguilla,AIA,02-07-2021,108.83
Anguilla,AIA,09-07-2021,112.07
Anguilla,AIA,16-07-2021,117.73
Anguilla,AIA,23-07-2021,119.01
Anguilla,AIA,30-07-2021,120.28
Anguilla,AIA,06-08-2021,122.03
Anguilla,AIA,20-08-2021,122.04
Anguilla,AIA,03-09-2021,122.12
Anguilla,AIA,10-09-2021,122.19
Anguilla,AIA,17-09-2021,122.74
Anguilla,AIA,24-09-2021,122.87
Anguilla,AIA,01-10-2021,123.66
Antigua and Barbuda,ATG,16-02-2021,0
Antigua and Barbuda,ATG,15-03-2021,24.48
Antigua and Barbuda,ATG,19-03-2021,26.01
Antigua and Barbuda,ATG,25-03-2021,26.76
Antigua and Barbuda,ATG,31-03-2021,27.18
Antigua and Barbuda,ATG,03-04-2021,27.38
Antigua and Barbuda,ATG,14-04-2021,27.95
Antigua and Barbuda,ATG,16-04-2021,28.78
Antigua and Barbuda,ATG,17-04-2021,29.01
Antigua and Barbuda,ATG,22-04-2021,30.14
Antigua and Barbuda,ATG,07-05-2021,31.49
Antigua and Barbuda,ATG,11-05-2021,31.66
Antigua and Barbuda,ATG,17-05-2021,34.88
Antigua and Barbuda,ATG,21-05-2021,40.03
Antigua and Barbuda,ATG,25-05-2021,42.55
Antigua and Barbuda,ATG,26-05-2021,44.8
Antigua and Barbuda,ATG,27-05-2021,46.53
Antigua and Barbuda,ATG,29-05-2021,48.97
Antigua and Barbuda,ATG,31-05-2021,50.98
Antigua and Barbuda,ATG,03-06-2021,52.48
Antigua and Barbuda,ATG,06-06-2021,56.29
Antigua and Barbuda,ATG,07-06-2021,58
Antigua and Barbuda,ATG,09-06-2021,58.82
Antigua and Barbuda,ATG,12-06-2021,59.48
Antigua and Barbuda,ATG,15-06-2021,60.35
Antigua and Barbuda,ATG,17-06-2021,63.01
Antigua and Barbuda,ATG,20-06-2021,63.62
Antigua and Barbuda,ATG,29-06-2021,64.82
Antigua and Barbuda,ATG,01-07-2021,65.29
Antigua and Barbuda,ATG,04-07-2021,65.53
Antigua and Barbuda,ATG,06-07-2021,65.66
Antigua and Barbuda,ATG,08-07-2021,65.92
Antigua and Barbuda,ATG,09-07-2021,66.18
Antigua and Barbuda,ATG,13-07-2021,66.5
Antigua and Barbuda,ATG,15-07-2021,66.6
Antigua and Barbuda,ATG,18-07-2021,66.98
Antigua and Barbuda,ATG,20-07-2021,67.26
Antigua and Barbuda,ATG,21-07-2021,67.38
Antigua and Barbuda,ATG,22-07-2021,68.72
Antigua and Barbuda,ATG,25-07-2021,69.15
Antigua and Barbuda,ATG,28-07-2021,69.6
Antigua and Barbuda,ATG,29-07-2021,69.74
Antigua and Barbuda,ATG,02-08-2021,70.18
Antigua and Barbuda,ATG,04-08-2021,70.41
Antigua and Barbuda,ATG,07-08-2021,70.8
Antigua and Barbuda,ATG,10-08-2021,70.92
Antigua and Barbuda,ATG,14-08-2021,71.98
Antigua and Barbuda,ATG,16-08-2021,72.35
Antigua and Barbuda,ATG,19-08-2021,72.52
Antigua and Barbuda,ATG,22-08-2021,73.21
Antigua and Barbuda,ATG,24-08-2021,73.84
Antigua and Barbuda,ATG,28-08-2021,74.65
Antigua and Barbuda,ATG,30-08-2021,75.6
Antigua and Barbuda,ATG,31-08-2021,76.04
Antigua and Barbuda,ATG,07-09-2021,79
Antigua and Barbuda,ATG,10-09-2021,80.41
Antigua and Barbuda,ATG,13-09-2021,80.95
Antigua and Barbuda,ATG,17-09-2021,82.97
Antigua and Barbuda,ATG,24-09-2021,90.4
Antigua and Barbuda,ATG,28-09-2021,94.52
Argentina,ARG,29-12-2020,0
Argentina,ARG,31-12-2020,0.07
Argentina,ARG,04-01-2021,0.09
Argentina,ARG,08-01-2021,0.24
Argentina,ARG,13-01-2021,0.37
Argentina,ARG,15-01-2021,0.44
Argentina,ARG,20-01-2021,0.54
Argentina,ARG,21-01-2021,0.58
Argentina,ARG,22-01-2021,0.61
Argentina,ARG,23-01-2021,0.63
Argentina,ARG,24-01-2021,0.64
Argentina,ARG,25-01-2021,0.64
Argentina,ARG,26-01-2021,0.67
Argentina,ARG,27-01-2021,0.7
Argentina,ARG,28-01-2021,0.72
Argentina,ARG,29-01-2021,0.75
Argentina,ARG,30-01-2021,0.8
Argentina,ARG,01-02-2021,0.82
Argentina,ARG,03-02-2021,0.87
Argentina,ARG,04-02-2021,0.97
Argentina,ARG,06-02-2021,1.03
Argentina,ARG,07-02-2021,1.1
Argentina,ARG,08-02-2021,1.12
Argentina,ARG,09-02-2021,1.13
Argentina,ARG,10-02-2021,1.17
Argentina,ARG,11-02-2021,1.26
Argentina,ARG,12-02-2021,1.3
Argentina,ARG,13-02-2021,1.33
Argentina,ARG,14-02-2021,1.34
Argentina,ARG,15-02-2021,1.34
Argentina,ARG,16-02-2021,1.34
Argentina,ARG,17-02-2021,1.34
Argentina,ARG,18-02-2021,1.39
Argentina,ARG,19-02-2021,1.47
Argentina,ARG,20-02-2021,1.55
Argentina,ARG,21-02-2021,1.58
Argentina,ARG,22-02-2021,1.58
Argentina,ARG,23-02-2021,1.64
Argentina,ARG,24-02-2021,1.71
Argentina,ARG,25-02-2021,1.82
Argentina,ARG,26-02-2021,1.98
Argentina,ARG,27-02-2021,2.16
Argentina,ARG,28-02-2021,2.25
Argentina,ARG,01-03-2021,2.3
Argentina,ARG,02-03-2021,2.47
Argentina,ARG,03-03-2021,2.59
Argentina,ARG,04-03-2021,2.75
Argentina,ARG,05-03-2021,2.98
Argentina,ARG,07-03-2021,3.35
Argentina,ARG,08-03-2021,3.39
Argentina,ARG,09-03-2021,3.62
Argentina,ARG,10-03-2021,3.89
Argentina,ARG,11-03-2021,4.21
Argentina,ARG,12-03-2021,4.6
Argentina,ARG,13-03-2021,5.03
Argentina,ARG,14-03-2021,5.22
Argentina,ARG,15-03-2021,5.27
Argentina,ARG,16-03-2021,5.57
Argentina,ARG,17-03-2021,5.85
Argentina,ARG,18-03-2021,6.15
Argentina,ARG,19-03-2021,6.45
Argentina,ARG,20-03-2021,6.72
Argentina,ARG,21-03-2021,6.84
Argentina,ARG,22-03-2021,6.89
Argentina,ARG,23-03-2021,7.11
Argentina,ARG,24-03-2021,7.3
Argentina,ARG,25-03-2021,7.38
Argentina,ARG,26-03-2021,7.62
Argentina,ARG,27-03-2021,7.83
Argentina,ARG,28-03-2021,7.95
Argentina,ARG,29-03-2021,7.99
Argentina,ARG,30-03-2021,8.21
Argentina,ARG,31-03-2021,8.53
Argentina,ARG,01-04-2021,8.82
Argentina,ARG,02-04-2021,9.04
Argentina,ARG,03-04-2021,9.16
Argentina,ARG,04-04-2021,9.29
Argentina,ARG,05-04-2021,9.34
Argentina,ARG,06-04-2021,9.66
Argentina,ARG,07-04-2021,10.02
Argentina,ARG,08-04-2021,10.46
Argentina,ARG,09-04-2021,10.87
Argentina,ARG,10-04-2021,11.41
Argentina,ARG,11-04-2021,11.65
Argentina,ARG,12-04-2021,11.82
Argentina,ARG,13-04-2021,12.22
Argentina,ARG,14-04-2021,12.62
Argentina,ARG,15-04-2021,13.01
Argentina,ARG,16-04-2021,13.36
Argentina,ARG,17-04-2021,13.65
Argentina,ARG,18-04-2021,13.79
Argentina,ARG,19-04-2021,13.89
Argentina,ARG,20-04-2021,14.11
Argentina,ARG,21-04-2021,14.36
Argentina,ARG,22-04-2021,14.68
Argentina,ARG,23-04-2021,14.93
Argentina,ARG,24-04-2021,15.39
Argentina,ARG,25-04-2021,15.64
Argentina,ARG,26-04-2021,15.82
Argentina,ARG,27-04-2021,16.2
Argentina,ARG,28-04-2021,16.57
Argentina,ARG,29-04-2021,16.92
Argentina,ARG,30-04-2021,17.25
Argentina,ARG,01-05-2021,17.48
Argentina,ARG,02-05-2021,17.54
Argentina,ARG,03-05-2021,17.63
Argentina,ARG,04-05-2021,17.97
Argentina,ARG,05-05-2021,18.4
Argentina,ARG,06-05-2021,18.84
Argentina,ARG,07-05-2021,19.34
Argentina,ARG,08-05-2021,19.74
Argentina,ARG,09-05-2021,19.92
Argentina,ARG,10-05-2021,20
Argentina,ARG,11-05-2021,20.25
Argentina,ARG,12-05-2021,20.58
Argentina,ARG,13-05-2021,20.92
Argentina,ARG,14-05-2021,21.28
Argentina,ARG,15-05-2021,21.63
Argentina,ARG,16-05-2021,21.77
Argentina,ARG,17-05-2021,21.93
Argentina,ARG,18-05-2021,22.35
Argentina,ARG,19-05-2021,22.77
Argentina,ARG,20-05-2021,23.13
Argentina,ARG,21-05-2021,23.59
Argentina,ARG,22-05-2021,24.03
Argentina,ARG,23-05-2021,24.27
Argentina,ARG,24-05-2021,24.45
